operation1,operation2,sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8,sensor9,Output
35.0041,0.8412,449.44,555.96,1366.05,1128.15,5.48,8,194.63,2223.01,8356.03,565931.7654
25.0035,0.6204,462.54,536.55,1269.66,1047.89,7.05,9.03,175.42,1915.43,8017.36,542644.3694
42.0017,0.8419,445,549.91,1354.89,1124.28,3.91,5.72,138.6,2212.09,8333.55,561594.3548
10.0076,0.25,489.05,604.96,1504.62,1309.77,10.52,15.49,394.01,2318.9,8789,606161.4152
10.0041,0.25,489.05,604.84,1507.21,1306.2,10.52,15.49,394.25,2318.91,8786.75,605821.1082
25.0049,0.62,462.54,536.89,1253.86,1054.27,7.05,9.02,175.59,1915.44,8020.7,542590.1598
41.9995,0.84,445,550.21,1350.64,1122.71,3.91,5.71,139.05,2212.11,8330.73,561431.969
35.004,0.84,449.44,555.47,1364.06,1132.79,5.48,8,195.23,2223.07,8360.96,566295.138
42.0043,0.84,445,549.55,1349.94,1126.34,3.91,5.72,138.5,2211.98,8330.5,561115.5486
24.9982,0.6219,462.54,536.88,1261.06,1056,7.05,9.03,175.81,1915.42,8020.82,542557.1778
24.9998,0.62,462.54,536.83,1267.79,1054.26,7.05,9.03,175.69,1915.42,8016.86,542550.2096
25.0049,0.62,462.54,537.01,1267.73,1055.43,7.05,9.03,175.39,1915.49,8018.21,542390.8198
25.0075,0.62,462.54,536.47,1262.47,1049.35,7.05,9.02,175.22,1915.47,8014.35,542699.715
10.0025,0.25,489.05,604.93,1504.94,1315.26,10.52,15.49,393.93,2318.93,8786.83,605788.785
42.002,0.8407,445,549.54,1355.73,1128.01,3.91,5.72,138.39,2212.12,8333.34,561084.9382
10.0023,0.25,489.05,604.42,1494.52,1315.18,10.52,15.49,393.85,2319.01,8789.72,605372.1246
19.9999,0.7007,491.19,607.4,1483.66,1249.17,9.35,13.65,334.61,2324.02,8734.23,598884.264
25.0033,0.62,462.54,536.91,1259.05,1053.96,7.05,9.03,176.12,1915.54,8023.34,543301.5466
20.0009,0.7013,491.19,607.25,1480.13,1250.59,9.35,13.66,335.1,2324.04,8734.83,598992.8196
19.9984,0.7,491.19,607.82,1490.56,1249.77,9.35,13.66,335.17,2324.04,8730.21,598295.7368
42.0075,0.84,445,550.1,1362.14,1139.66,3.91,5.72,138.5,2212.11,8330.35,560774.655
42.0043,0.84,445,549.79,1357.77,1124.62,3.91,5.72,138.54,2212.05,8342.9,562395.1486
24.9991,0.62,462.54,536.79,1272.68,1052.99,7.05,9.03,174.9,1915.51,8025.93,543518.3782
20.0049,0.7018,491.19,607.11,1487.01,1250.04,9.35,13.66,334.87,2324.07,8733.63,598708.9806
35.0014,0.84,449.44,555.78,1368.48,1131.22,5.48,8,194.59,2223.12,8362.37,566376.9928
42.0039,0.84,445,549.56,1360.87,1133.74,3.91,5.71,138.15,2212.08,8338.98,561893.9778
20.0007,0.7,491.19,607.66,1479.61,1244.8,9.35,13.66,334.76,2324.1,8737.32,599201.4514
41.9999,0.8403,445,549.69,1354.75,1129.02,3.91,5.72,138.57,2212.02,8336.37,561691.8116
35.0007,0.841,449.44,555.41,1366.19,1132.71,5.48,8,194.12,2223.09,8359.11,565866.9874
34.9982,0.8407,449.44,556.14,1370.54,1132.24,5.48,8,194.21,2223.05,8357.81,565806.1306
0.0009,0.0003,518.67,642.69,1587.19,1408.64,14.62,21.61,553.29,2388.08,9069.38,633258.7236
19.9989,0.7,491.19,607.19,1489.1,1248.12,9.35,13.66,334.39,2324.02,8727.71,598309.8378
42.0059,0.84,445,549.73,1354.74,1126.26,3.91,5.71,139.06,2212.08,8334.85,561363.4518
35.006,0.8403,449.44,555.1,1366.02,1129,5.48,8,194.14,2223.12,8362.8,566604.6338
20.0076,0.7018,491.19,607.59,1488.39,1257.01,9.35,13.66,334.48,2324.04,8733.72,598733.476
0.0023,0.0019,518.67,642.85,1586.72,1416.83,14.62,21.61,553.32,2388.06,9077.51,633374.966
35.0006,0.8411,449.44,555.94,1367.98,1127.45,5.48,8,195.3,2223.11,8360.65,566694.5278
35.0027,0.8408,449.44,555.81,1371.41,1133.22,5.48,8,194.38,2223.17,8359.18,565796.9102
42.0066,0.8409,445,549.84,1354.79,1136,3.91,5.72,138.61,2211.99,8327.57,560768.2286
25.0022,0.62,462.54,536.9,1259.58,1052.82,7.05,9.03,175.27,1915.47,8023.64,542913.5944
25.0026,0.6214,462.54,537.23,1265.72,1048.88,7.05,9.03,175.98,1915.49,8024.61,543457.6736
35.0074,0.8416,449.44,556.34,1364.57,1129.43,5.48,8,194.05,2223.13,8366.85,567046.9944
19.9989,0.7007,491.19,607.07,1481.72,1253.67,9.35,13.66,334.09,2324.03,8740.76,599631.642
20.0035,0.7,491.19,607.4,1478.43,1250.11,9.35,13.66,334.73,2324.07,8738.68,599002.567
42.006,0.8404,445,549.4,1358.4,1135.55,3.91,5.72,138.46,2212.05,8340,562150.3544
35.0002,0.8419,449.44,556.2,1365.55,1138.5,5.48,8,193.94,2223.13,8360.99,566186.1718
25.0062,0.6217,462.54,536.37,1259.54,1056.03,7.05,9.03,175.32,1915.53,8022.27,542978.9426
42.0036,0.8409,445,549.16,1359.84,1125.06,3.91,5.72,138.31,2212.07,8333.11,561752.3626
42.0024,0.8415,445,550.16,1357.85,1133.74,3.91,5.71,138.7,2212.12,8346.57,561869.1738
20.0079,0.7,491.19,607.66,1485.92,1251.31,9.35,13.66,334.61,2324.04,8737.36,599526.8558
9.9992,0.25,489.05,605.4,1502.1,1307.28,10.52,15.49,395.06,2318.98,8790.79,605581.2884
42.0058,0.8401,445,549.96,1358.08,1132.38,3.91,5.72,138.24,2212.1,8334.01,561504.9122
0.0024,0,518.67,642.64,1589.65,1412.26,14.62,21.61,553.32,2388.09,9077.16,633384.8548
19.9998,0.7,491.19,607.73,1484.28,1255.25,9.35,13.66,334.93,2324.08,8735.97,598854.6996
10.0036,0.2507,489.05,604.61,1502.19,1307.71,10.52,15.49,394.41,2318.97,8787.97,605780.4314
20.0051,0.7005,491.19,607.47,1484.88,1256.95,9.35,13.66,334.22,2324.05,8736.06,599058.6032
0.0016,0.0006,518.67,642.58,1591.06,1413.77,14.62,21.61,553.28,2388.09,9077.24,633752.9368
25.0042,0.62,462.54,537.17,1268.57,1049.1,7.05,9.03,175.54,1915.51,8024.51,543482.8684
0.0006,0.0007,518.67,642.99,1592.2,1407.81,14.62,21.61,553.15,2388.13,9069.49,632893.2854
42.0039,0.842,445,550.28,1352.44,1130.04,3.91,5.72,138.65,2212.05,8330.96,561440.1698
35.0005,0.8409,449.44,555.94,1366.11,1131.75,5.48,8,193.94,2223.13,8356.85,565629.9264
42.0004,0.8408,445,549.37,1358.28,1140.09,3.91,5.72,138.27,2212.06,8334.38,561842.9756
19.9981,0.7,491.19,607.2,1490.45,1259.97,9.35,13.66,334.15,2324.08,8734.33,598587.5562
25.0063,0.62,462.54,537.05,1265.74,1046.13,7.05,9.03,175.22,1915.53,8022.02,543177.9326
20.001,0.7004,491.19,607.1,1484.43,1256.62,9.35,13.66,334.47,2324.09,8731.31,598246.8444
42.0001,0.84,445,550.08,1353.04,1127.31,3.91,5.71,139.19,2212.11,8328.5,561227.4902
41.9988,0.8405,445,549.68,1349.67,1125.87,3.91,5.72,138.67,2212.05,8344.56,561919.8506
42.0037,0.8411,445,550.16,1347.04,1133.45,3.91,5.72,138.65,2212.08,8325.39,561296.544
25.0046,0.62,462.54,536.97,1267.17,1059.84,7.05,9.03,176.16,1915.53,8022.71,542753.1692
10.0053,0.2519,489.05,605.37,1505.52,1311.59,10.52,15.49,394.76,2318.99,8791.48,605934.352
35.0049,0.8418,449.44,556.15,1371.61,1136.27,5.48,8,194.51,2223.2,8359.82,566343.3106
42.0051,0.84,445,549.37,1358.51,1134.75,3.91,5.72,138.49,2212.14,8336.62,561753.9202
0.002,0,518.67,642.65,1588.54,1421.71,14.62,21.61,552.48,2388.05,9074.85,633624.194
35.0025,0.84,449.44,556.15,1367.24,1134.15,5.48,8,194.22,2223.22,8367.3,566431.025
10.0054,0.25,489.05,604.62,1508.13,1318.78,10.52,15.5,394.08,2318.94,8795.37,606160.6808
35.004,0.84,449.44,556.03,1363.07,1123.45,5.48,8,194.89,2223.19,8367.8,566824.878
0.0006,0.0002,518.67,642.91,1590.55,1406.65,14.62,21.61,553.67,2388.07,9085.15,634192.4424
35.0043,0.84,449.44,556.48,1375.38,1131.75,5.48,8,194.02,2223.18,8365.68,566456.1086
20.0037,0.7004,491.19,608.06,1490.84,1262.63,9.35,13.66,333.97,2324.08,8739.92,598848.6098
20.008,0.7,491.19,607.78,1488.73,1254.09,9.35,13.66,334.66,2324.11,8739.24,599048.686
25.008,0.62,462.54,536.42,1262.08,1052.3,7.05,9.03,174.82,1915.49,8026.41,543487.676
10.0054,0.2501,489.05,604.9,1503.57,1317.93,10.52,15.49,393.37,2319.02,8792.44,605738.2514
42.0016,0.8416,445,549.91,1355.22,1131.44,3.91,5.71,138.64,2212.13,8327,561195.2528
42.0068,0.8408,445,549.54,1358.92,1130.96,3.91,5.72,138.59,2212.13,8345.07,561743.1284
41.9984,0.84,445,550.05,1361.84,1136.54,3.91,5.72,139.6,2212.1,8337.04,561726.6768
10.0057,0.25,489.05,605.31,1503.11,1308.28,10.52,15.5,393.7,2319.02,8794.65,606090.2614
0.0029,0.0012,518.67,643.39,1596.99,1421.3,14.62,21.61,553.36,2388.17,9076.03,633421.483
41.9994,0.84,445,549.39,1358.3,1123.29,3.91,5.72,138.35,2212.12,8341.15,561878.1888
35.0024,0.8408,449.44,556.33,1364.07,1128.92,5.48,8,193.72,2223.2,8369.48,566575.4096
9.9986,0.2505,489.05,605.24,1509.36,1320,10.52,15.5,393.75,2319.03,8796.72,606398.6202
42.0057,0.8418,445,550.12,1359.52,1130.1,3.91,5.72,138.34,2212.15,8344.58,562189.0422
0.0028,0.0013,518.67,643.47,1585.34,1418.8,14.62,21.61,552.42,2388.1,9079.84,633628.2434
35.0014,0.8401,449.44,556.68,1374.22,1136.97,5.48,8,194.5,2223.23,8370,567112.6234
10.0044,0.2509,489.05,604.91,1510.17,1318.07,10.52,15.5,394.41,2319.03,8799.48,606049.0942
19.9993,0.7,491.19,607.68,1489.22,1254.87,9.35,13.66,334.73,2324.2,8751.48,600192.3586
34.9985,0.84,449.44,556.09,1371.34,1135.79,5.48,8,194.91,2223.25,8363.56,566702.127
42.0028,0.8414,445,550.1,1363.39,1133.33,3.91,5.72,138.06,2212.17,8343.41,561583.414
20.0067,0.7,491.19,607.83,1492.37,1253.94,9.35,13.66,333.85,2324.07,8738.96,599006.6534
10.0001,0.25,489.05,605.5,1500.62,1317.69,10.52,15.49,393.97,2319.01,8798.38,606038.2802
42.0003,0.84,445,550.74,1363.96,1128.95,3.91,5.72,138.5,2212.16,8335.58,561956.8206
25.0056,0.62,462.54,537.2,1277.86,1059.99,7.05,9.03,176.06,1915.56,8029.16,543499.3712
9.9986,0.25,489.05,605.11,1509.73,1317.27,10.52,15.5,393.36,2319,8800.51,606733.3072
34.9997,0.84,449.44,555.87,1371.55,1136.05,5.48,8,194.86,2223.21,8366.73,566948.5994
34.9981,0.84,449.44,555.92,1379.6,1137.17,5.48,8,194.72,2223.24,8364.22,566855.2362
35.0033,0.8402,449.44,556.08,1367.73,1137.77,5.48,8,194.75,2223.21,8369.33,566632.1578
20.0068,0.7004,491.19,608.03,1490.85,1258.51,9.35,13.66,333.71,2324.13,8749.01,599732.256
0.0022,0,518.67,643.37,1597.65,1420.15,14.62,21.61,552.19,2388.09,9085.32,634404.2644
10.0078,0.2505,489.05,605.13,1507.01,1314.74,10.52,15.5,393.4,2319.04,8795.4,606509.2686
20.002,0.7016,491.19,607.79,1489.47,1257.17,9.35,13.66,333.71,2324.13,8745.18,599524.4736
41.9994,0.84,445,549.73,1360.89,1135.5,3.91,5.72,138.62,2212.15,8338.4,561869.5388
0.0012,0,518.67,643.09,1596.01,1417.37,14.62,21.61,553.44,2388.06,9077.09,633709.8324
25.0032,0.62,462.54,536.81,1269.73,1054.3,7.05,9.03,175.37,1915.55,8028.44,543509.8964
25.0006,0.62,462.54,536.63,1271.4,1052.42,7.05,9.03,175.59,1915.55,8023.96,543288.3112
42.0042,0.84,445,550.12,1360.06,1138.76,3.91,5.72,138.13,2212.15,8334.03,561475.1784
10.0059,0.2512,489.05,605.67,1506.98,1321.41,10.52,15.5,393.9,2319.02,8801.65,606911.269
41.9986,0.84,445,549.85,1359.13,1130.08,3.91,5.72,138.82,2212.21,8349.63,562692.7172
35.0014,0.84,449.44,555.88,1369.54,1135.25,5.48,8,194.47,2223.24,8379.32,567619.0928
0.0009,0.0006,518.67,642.93,1591.61,1416.32,14.62,21.61,552.38,2388.16,9075.08,633529.8754
10.0015,0.25,489.05,605.4,1510.7,1324.21,10.52,15.5,393.68,2319.04,8801.34,606551.693
35.0032,0.8413,449.44,556.15,1368.87,1138.7,5.48,8,194.59,2223.28,8375.67,567465.8042
20.0071,0.7,491.19,608.14,1493.11,1261.36,9.35,13.66,334.5,2324.15,8743.96,599369.4042
41.9987,0.8402,445,549.83,1356.58,1130.32,3.91,5.72,138.61,2212.24,8345.67,561868.8086
42.0033,0.8418,445,550.08,1365.64,1138.84,3.91,5.72,139.27,2212.15,8342.83,561900.6874
42.0052,0.84,445,550.49,1367.51,1130.82,3.91,5.72,138.32,2212.22,8351.96,562938.0104
35.0078,0.84,449.44,556.16,1369.15,1144,5.48,8,193.77,2223.31,8369.99,566730.8256
10.0033,0.25,489.05,605.63,1506.49,1323.07,10.52,15.5,393.38,2319.05,8801.21,606327.6166
35.0022,0.8419,449.44,556.68,1373.45,1135.1,5.48,8,193.88,2223.27,8369.74,566850.3758
35.0019,0.84,449.44,555.82,1371.15,1143.56,5.48,8,194.63,2223.25,8367.26,566944.9338
41.9998,0.84,445,550.78,1369.6,1137.99,3.91,5.72,138.42,2212.24,8346.5,562633.1396
25.0044,0.62,462.54,537.2,1270.84,1061.88,7.05,9.03,174.72,1915.73,8032.35,543509.2088
42.0023,0.8408,445,550.77,1358.01,1134.32,3.91,5.72,138.85,2212.24,8350.43,562505.1794
42.0031,0.8409,445,550.28,1366.68,1135.98,3.91,5.71,138.44,2212.24,8353.28,562408.7316
20.0027,0.7003,491.19,607.86,1492.28,1262.41,9.35,13.66,334.57,2324.2,8751.74,600121.7272
41.9988,0.84,445,550.29,1360.03,1134.93,3.91,5.72,138.23,2212.17,8346.96,561998.0476
25.0036,0.6207,462.54,537.04,1265.13,1063.11,7.05,9.03,174.97,1915.71,8033.42,543388.5814
42.0021,0.84,445,549.68,1361.65,1140.43,3.91,5.72,138.1,2212.23,8352.86,563087.3042
20.0053,0.7,491.19,608.26,1492.74,1266.08,9.35,13.66,334.34,2324.19,8749.24,599802.0806
35.0034,0.8403,449.44,556.41,1371.8,1144.54,5.48,8,193.93,2223.3,8375.11,567011.5386
0.0021,0.0002,518.67,643.47,1599.34,1423.26,14.62,21.61,552.51,2388.21,9083.42,634261.4654
24.999,0.62,462.54,537.13,1272.03,1054.98,7.05,9.03,175.31,1915.68,8030.77,543708.368
10,0.251,489.05,605.87,1513.62,1319.73,10.52,15.5,393.87,2319.13,8802.84,606418.146
42.0049,0.84,445,550.35,1359.61,1139.88,3.91,5.72,137.84,2212.27,8351.34,562811.6898
35.0054,0.8418,449.44,556.48,1369.68,1143.95,5.48,8,194.11,2223.38,8372.14,567265.4316
20.0012,0.7,491.19,608.77,1490.45,1270.66,9.35,13.66,333.45,2324.23,8755.27,600548.1024
25.0045,0.621,462.54,537.54,1270.39,1055.82,7.05,9.03,175.01,1915.61,8029.37,543583.485
35.0078,0.8413,449.44,556.57,1371.21,1141.6,5.48,8.01,194.02,2223.35,8387.54,568008.8834
25.0072,0.6213,462.54,537.4,1264.88,1061.17,7.05,9.03,174.86,1915.71,8033.9,543374.2222
20.0062,0.7005,491.19,608.42,1495.86,1269.17,9.35,13.66,334,2324.3,8750.79,600234.6854
10.0077,0.25,489.05,605.1,1510.17,1322.97,10.52,15.5,393.25,2319.12,8805.67,606569.8354
10.0064,0.25,489.05,605.78,1515.99,1325.82,10.52,15.5,393.13,2319.13,8806.83,606819.7928
41.999,0.84,445,550.04,1365.59,1142.64,3.91,5.72,138.28,2212.25,8349.79,562082.578
0.0001,0.0008,518.67,643.87,1602.29,1427.31,14.62,21.61,551.84,2388.21,9088.63,634101.475
10.0028,0.25,489.05,605.54,1508.8,1332.08,10.52,15.5,392.92,2319.15,8813.51,607298.1156
0.0017,0.0006,518.67,643.81,1599.87,1427.57,14.62,21.61,551.75,2388.22,9092.23,635043.127
42.0029,0.84,445,550.57,1359.26,1140.65,3.91,5.72,137.97,2212.32,8356.22,562667.9158
25.0021,0.62,462.54,537.53,1274.74,1061,7.05,9.03,175.12,1915.72,8040.11,544419.3642
10.0055,0.2514,489.05,605.84,1513.76,1334.65,10.52,15.5,392.53,2319.14,8814.26,607654.1794
0.0006,0,518.67,643.56,1598.11,1426.34,14.62,21.61,551.31,2388.22,9089.93,634368.1212
25.0059,0.62,462.54,537.55,1275.6,1056.12,7.05,9.03,174.92,1915.73,8046.69,544497.6518
25.0001,0.6201,462.54,537.14,1274.02,1069.06,7.05,9.03,174.96,1915.76,8038.77,544382.1208
42.0047,0.8411,445,550.11,1368.75,1146.65,3.91,5.72,138.61,2212.32,8358.8,562801.406
25.0071,0.62,462.54,536.12,1259.83,1051.85,7.05,9.02,175.55,1915.4,8007.99,541881.1042
25.0076,0.6203,462.54,536.57,1260.76,1043.29,7.05,9.02,175.49,1915.39,8012.47,542757.487
20.0039,0.7,491.19,607.8,1480.27,1249.02,9.35,13.65,335.14,2323.93,8726.83,598094.0178
9.9996,0.25,489.05,604.12,1493.38,1303.19,10.52,15.49,395.42,2318.92,8782.03,605252.9292
25.0001,0.6205,462.54,536.88,1258.02,1047.33,7.05,9.03,176.31,1915.35,8014.19,542898.0932
0.0017,0,518.67,642.19,1590.39,1397.81,14.62,21.61,554.54,2388.01,9052.06,632114.3534
20.002,0.7,491.19,607.68,1484.61,1241.16,9.35,13.65,335.41,2323.97,8720.63,598049.664
25.0075,0.6207,462.54,536.59,1257.82,1042.9,7.05,9.02,175.67,1915.36,8010.14,542163.6092
10.0069,0.25,489.05,604.93,1495.57,1300.82,10.52,15.49,394.69,2318.86,8776.93,604592.1938
42.0046,0.84,445,549.46,1343.19,1118.3,3.91,5.72,139.15,2211.92,8328.85,561051.3992
20.0025,0.7,491.19,607.28,1480.69,1247.28,9.35,13.65,334.75,2323.93,8716.98,597817.465
0.0004,0.0012,518.67,642.65,1583.03,1399.95,14.62,21.61,554.07,2388.05,9058.58,632895.828
20.0063,0.7018,491.19,607.48,1479.39,1246.75,9.35,13.65,334.92,2323.94,8727.47,598463.1734
42.0006,0.8411,445,549.54,1349.4,1117.04,3.91,5.71,138.65,2211.93,8322.1,560509.3978
42.0056,0.84,445,549.46,1347.43,1122.36,3.91,5.72,139.37,2211.92,8321.3,560880.2012
42.0059,0.8404,445,549.21,1342.98,1118.77,3.91,5.71,139.02,2211.97,8319.3,560215.9542
20.0031,0.7007,491.19,607.17,1479.88,1246.8,9.35,13.65,335.61,2323.93,8726.47,598013.1104
25.0077,0.6208,462.54,536.94,1264.82,1037.09,7.05,9.03,175.61,1915.37,8013.55,542421.3702
35.0006,0.8408,449.44,555.29,1361.06,1121.49,5.48,8,194.86,2222.98,8353.44,565688.466
20.0013,0.7,491.19,607.23,1482.39,1245.37,9.35,13.65,335.11,2323.91,8726.85,598388.6826
25.0061,0.6209,462.54,536.55,1261.03,1040.72,7.05,9.03,175.13,1915.33,8011.96,541993.0276
42.0071,0.84,445,549.74,1353.68,1124.6,3.91,5.72,139.36,2211.96,8324.4,560940.2542
42.0062,0.8412,445,549.18,1351.14,1124.6,3.91,5.72,138.42,2211.99,8328.06,560639.1196
10.0018,0.25,489.05,604.07,1499.86,1295.42,10.52,15.49,394.65,2318.88,8779.32,605548.7236
34.9982,0.84,449.44,555.33,1367.11,1122.83,5.48,8,194.84,2223,8352.24,565476.1564
10.0034,0.25,489.05,604.65,1499.44,1305.35,10.52,15.49,395.49,2318.85,8779.31,605603.2668
25.0005,0.62,462.54,536.12,1261.82,1050.54,7.05,9.03,175.79,1915.34,8008.97,542251.971
10.0047,0.2511,489.05,604.61,1499.32,1306.03,10.52,15.49,395.42,2318.89,8781.76,605752.126
42.0036,0.8417,445,549.13,1352.55,1117.2,3.91,5.72,139.89,2211.95,8323.89,560937.7474
9.9999,0.2511,489.05,604.26,1494.88,1299.77,10.52,15.49,394.14,2318.9,8777.93,605209.9364
10.0052,0.25,489.05,604.4,1499.94,1296.07,10.52,15.49,394.61,2318.86,8785.37,605661.8304
35.0054,0.8411,449.44,555.56,1364.2,1128.68,5.48,8,195.1,2222.99,8350.98,565422.3174
25.0024,0.62,462.54,536.83,1260.22,1047.4,7.05,9.03,175.75,1915.35,8007.77,542161.5748
42.0001,0.8408,445,549.26,1345.97,1119.79,3.91,5.71,139.31,2211.91,8317.79,560611.235
20.003,0.702,491.19,607.34,1486.94,1239.92,9.35,13.65,334.53,2323.89,8713.65,597524.598
10.0066,0.2508,489.05,604.7,1500.06,1303.03,10.52,15.49,394.6,2318.83,8782.78,605261.348
42.001,0.84,445,549.66,1348.93,1116.34,3.91,5.71,138.93,2211.95,8327.32,560973.312
25.0026,0.62,462.54,537.15,1255.74,1035.67,7.05,9.02,175.98,1915.41,8013.3,542012.2052
10.0007,0.25,489.05,604.34,1508.2,1306.11,10.52,15.49,394.73,2318.91,8783.46,605487.3614
41.9981,0.84,445,549.1,1352.41,1120.56,3.91,5.71,138.55,2211.93,8313.18,560442.1662
25.0077,0.6212,462.54,536.75,1258.28,1045.57,7.05,9.02,175.84,1915.37,8013.35,542832.8226
35.0076,0.8416,449.44,555.53,1364.74,1124.6,5.48,8,194.59,2223.03,8345.52,565436.9148
35.0001,0.8406,449.44,555.07,1366.16,1124.98,5.48,8,195.04,2222.97,8343.09,564986.2638
10.0026,0.2512,489.05,604.83,1495.85,1303.06,10.52,15.49,395.66,2318.83,8777,605244.1624
10.0041,0.25,489.05,604.81,1497.6,1304.18,10.52,15.49,394.64,2318.86,8779.71,605594.9182
42.0028,0.8405,445,549.63,1345.48,1118.52,3.91,5.72,138.6,2211.94,8318.99,560062.3886
35.0044,0.8412,449.44,554.97,1357.37,1123.81,5.48,8,194.25,2223.02,8350.38,565238.966
0.0002,0,518.67,642.3,1581.44,1398.88,14.62,21.61,554.58,2388.08,9053.88,632183.6704
20.006,0.7012,491.19,607.3,1485.17,1249.68,9.35,13.66,334.76,2323.94,8729.07,598732.9692
10.0064,0.2519,489.05,604.45,1492.39,1304.14,10.52,15.49,395.47,2318.92,8780.35,605553.8242
42.0073,0.8419,445,549.26,1345.37,1118.89,3.91,5.72,139.16,2211.96,8318.19,560519.406
35.0062,0.8413,449.44,555.65,1369.18,1122.37,5.48,8,194.73,2223.05,8349.16,565763.8502
10.0064,0.25,489.05,604.39,1495.89,1308.8,10.52,15.49,395.8,2318.89,8782.67,605560.0828
34.9983,0.8418,449.44,555.62,1368.56,1127.74,5.48,8,194.6,2223.01,8351.51,565516.7874
42,0.84,445,549.12,1348.34,1124.17,3.91,5.72,137.85,2211.93,8323.81,560313.25
10.0015,0.25,489.05,604.79,1494.87,1305.29,10.52,15.49,395.12,2318.86,8778.89,605130.193
35.0006,0.842,449.44,555.6,1366.21,1129.52,5.48,8,194.47,2222.94,8350.39,565766.7232
19.9989,0.7,491.19,607.53,1481.11,1246.63,9.35,13.65,334.69,2323.92,8721.76,597844.6378
42.0003,0.84,445,549.27,1355.49,1123.47,3.91,5.72,138.63,2211.91,8312.61,560124.9506
10.006,0.2516,489.05,604.31,1494.84,1301.1,10.52,15.49,394.67,2318.86,8776.93,605229.1016
20.0014,0.7,491.19,606.94,1477.69,1247.62,9.35,13.65,334.85,2323.93,8728.53,598342.2628
42.0059,0.8408,445,549.7,1351.85,1120.1,3.91,5.71,138.64,2211.95,8323.67,560601.4766
34.9999,0.84,449.44,555.2,1355.11,1124.88,5.48,8,194.88,2222.97,8346.97,565282.5398
0.001,0,518.67,642.59,1595.15,1396.83,14.62,21.61,553.84,2388,9047.75,631900.392
41.9999,0.8402,445,549.03,1353.04,1124.48,3.91,5.71,139.37,2211.96,8321.23,560857.571
0.0006,0.0011,518.67,642.07,1582.42,1396.79,14.62,21.61,554.42,2388,9060.51,632326.4578
34.9993,0.84,449.44,555.11,1360.66,1120.94,5.48,8,195.02,2223,8356.05,565675.5186
41.9986,0.84,445,548.97,1353.3,1119.09,3.91,5.71,139.13,2212.01,8325.53,560809.1672
20.0038,0.7,491.19,607.17,1481.99,1254.65,9.35,13.65,335.41,2323.97,8720.85,597709.1876
25.0036,0.6219,462.54,536.61,1263.49,1049.97,7.05,9.02,175.97,1915.34,8010.42,541963.5886
42.0037,0.84,445,549.82,1346.81,1130.96,3.91,5.72,138.77,2211.97,8323.28,560662.8774
35.0067,0.8401,449.44,555.18,1359.95,1127.54,5.48,8,194.81,2223.01,8351.44,565364.724
10.0029,0.2511,489.05,604.4,1497.28,1308.47,10.52,15.49,393.87,2318.88,8781.6,604868.3124
42.0035,0.8409,445,549.85,1351.43,1120.3,3.91,5.71,139.33,2211.99,8328.05,560811.5024
42.0019,0.84,445,549.38,1354.35,1127.32,3.91,5.72,138.81,2211.96,8329.94,561012.6338
10.007,0.2505,489.05,604.39,1495.49,1300.97,10.52,15.49,394.4,2318.86,8775.04,604507.507
0.0011,0.0015,518.67,641.76,1589.91,1403.43,14.62,21.61,553.48,2388.03,9054.92,632349.8212
20.007,0.7006,491.19,607.13,1478.17,1243.26,9.35,13.66,334.55,2323.92,8733.16,598867.3576
42.006,0.8404,445,549.55,1348.94,1121.3,3.91,5.72,138.5,2211.94,8324.29,560842.6944
41.9992,0.84,445,549.68,1358.37,1124.09,3.91,5.72,138.58,2211.89,8317.17,560365.1584
35.001,0.8412,449.44,555.44,1362.76,1131.2,5.48,8,194.33,2223.04,8348.31,565093.7392
42.0065,0.8414,445,549.33,1359.78,1121.44,3.91,5.71,138.28,2211.94,8329.41,560894.5214
41.9993,0.8418,445,548.9,1348.24,1118.54,3.91,5.72,138.53,2211.99,8316.8,560466.9994
0.0015,0.0002,518.67,642.12,1587.48,1405.31,14.62,21.61,554.55,2388.06,9059.6,632653.5442
35.0035,0.8408,449.44,555.3,1361.39,1129.16,5.48,8,194.66,2223.03,8359.09,566086.3718
41.9998,0.84,445,549.53,1350.08,1118.84,3.91,5.71,138.52,2212.01,8320.67,560608.8596
35.0024,0.84,449.44,555.87,1366.01,1125.31,5.48,8,195.62,2222.99,8349.73,565870.4048
20.0039,0.7,491.19,607.06,1473.57,1249.01,9.35,13.65,335.18,2323.98,8727.3,598728.2378
35.0062,0.8406,449.44,555.81,1364.65,1127.42,5.48,8,195.22,2222.96,8351.51,565324.896
42.0065,0.841,445,549.58,1351.81,1116.77,3.91,5.71,138.86,2211.95,8318.47,560695.379
20.0055,0.7019,491.19,607.02,1480.64,1254.08,9.35,13.65,334.84,2323.94,8723.16,597959.3124
42.0033,0.84,445,549.65,1347.06,1122.18,3.91,5.71,138.84,2212,8328.34,560963.6866
0.0002,0.0009,518.67,642.43,1589.04,1409.34,14.62,21.61,554.42,2388.02,9066.24,633140.6358
20.0034,0.7019,491.19,607.55,1487.51,1245.8,9.35,13.66,335.18,2323.91,8722.24,597970.2882
42.0061,0.84,445,549.41,1353.05,1130.87,3.91,5.71,138.16,2211.98,8327.36,561335.6122
20.0059,0.7,491.19,607.13,1491.35,1252.11,9.35,13.66,334.88,2323.96,8720.02,597673.2618
